,NO_OF_CHILD,INCOME,EDUCATION_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME_TYPE_Commercial associate,INCOME_TYPE_Pensioner,INCOME_TYPE_State servant,INCOME_TYPE_Student,INCOME_TYPE_Working,FAMILY_TYPE_Civil marriage,FAMILY_TYPE_Married,FAMILY_TYPE_Separated,FAMILY_TYPE_Single / not married,FAMILY_TYPE_Widow,HOUSE_TYPE_Co-op apartment,HOUSE_TYPE_House / apartment,HOUSE_TYPE_Municipal apartment,HOUSE_TYPE_Office apartment,HOUSE_TYPE_Rented apartment,HOUSE_TYPE_With parents,GENDER_F,GENDER_M,CAR_N,CAR_Y,REALITY_N,REALITY_Y
10,-0.6882739753264739,-0.566830251998108,4.0,1,0,0,0,-0.313425160935427,-0.25065458670407764,0.8854045908414251,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
11,-0.6882739753264739,-0.566830251998108,4.0,1,0,0,0,-0.313425160935427,-1.1631004983680664,0.8854045908414251,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
12,-0.6882739753264739,-0.566830251998108,4.0,1,0,0,0,-0.313425160935427,-1.40641940814513,0.8854045908414251,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
13,-0.6882739753264739,-0.6429504341190335,2.0,1,0,0,0,-0.313425160935427,-0.06816540437127991,-1.206802336832939,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
14,-0.6882739753264739,-0.6429504341190335,2.0,1,0,0,0,-0.313425160935427,0.23598323285004966,-1.206802336832939,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
15,-0.6882739753264739,-0.2207108238156614,4.0,1,0,1,0,-0.313425160935427,0.2968129602943156,-1.4160230296003755,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
16,-0.6882739753264739,-0.2207108238156614,4.0,1,0,1,0,-0.313425160935427,-0.4331437690368754,-1.4160230296003755,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
17,-0.6882739753264739,-0.2207108238156614,4.0,1,0,1,0,-0.313425160935427,0.4793021426271133,-1.4160230296003755,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
18,2.76312024195448,0.9895175438818647,4.0,1,0,0,0,2.476103165888591,-0.12899513181554584,-0.5791402585306298,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
19,2.76312024195448,0.9895175438818647,4.0,1,0,0,0,2.476103165888591,-0.4939734964811413,-0.5791402585306298,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
20,0.6922837115859076,1.8999247351067499,1.0,1,0,0,0,0.8023861697941802,0.7834507798484429,-0.8929712976817844,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
21,0.6922837115859076,1.8999247351067499,1.0,1,0,0,0,0.8023861697941802,-0.7981221337024709,-0.8929712976817844,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
22,0.6922837115859076,1.8999247351067499,1.0,1,0,0,0,0.8023861697941802,1.7567264189566976,-0.8929712976817844,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
23,0.6922837115859076,1.8999247351067499,1.0,1,0,0,0,0.8023861697941802,-1.345589680700864,-0.8929712976817844,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
24,0.6922837115859076,1.8999247351067499,1.0,1,0,0,0,0.8023861697941802,-1.1022707709238004,-0.8929712976817844,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
25,0.6922837115859076,1.8999247351067499,1.0,1,0,0,0,0.8023861697941802,0.17515350540578375,-0.8929712976817844,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
26,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,1.0267696896255065,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
27,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,-0.9197815885910027,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
28,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,1.2092588719583044,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
29,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,1.513407509179634,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
30,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,-0.06816540437127991,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
31,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,-0.9197815885910027,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
32,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,-1.5889085904779279,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
33,-0.6882739753264739,-0.9762021307533797,4.0,1,0,1,0,-0.313425160935427,0.7834507798484429,1.6176770155274527,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
34,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,0.7834507798484429,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
35,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,0.11432377796151783,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
36,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.40641940814513,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
37,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,0.053494050517251916,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
38,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-0.9806113160352686,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
39,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.345589680700864,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
40,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.40641940814513,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
41,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.40641940814513,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
42,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.467249135589396,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
43,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.467249135589396,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
44,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.467249135589396,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
45,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-1.1022707709238004,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
46,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-0.4331437690368754,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
47,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-0.06816540437127991,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
48,2.072841398498289,-0.566830251998108,4.0,1,0,0,0,1.9181975005237872,-0.4939734964811413,0.2577425125391159,9.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
49,0.6922837115859076,0.4412128716582156,4.0,1,0,0,0,0.8023861697941802,-0.12899513181554584,0.3623528589228341,19.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
50,0.6922837115859076,0.4412128716582156,4.0,1,0,0,0,0.8023861697941802,-0.3723140415926095,0.3623528589228341,19.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
51,-0.6882739753264739,1.6354616135480888,4.0,1,0,1,0,-0.313425160935427,-0.9806113160352686,0.5715735516902706,15.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
52,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,-0.3114843141483436,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
53,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,1.1484291445140384,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
54,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,0.7834507798484429,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
55,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,1.0267696896255065,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
56,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,-1.1631004983680664,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
57,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,1.0267696896255065,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
58,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,-0.3114843141483436,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
59,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,-0.9806113160352686,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
60,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,-0.4331437690368754,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
61,2.072841398498289,-0.7217420178793085,1.0,1,0,0,1,1.9181975005237872,1.1484291445140384,-0.6837506049143479,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
62,-0.6882739753264739,0.7941475443203471,1.0,1,0,0,0,-1.4292364916650342,-0.9197815885910027,0.6761838980739887,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
63,-0.6882739753264739,0.7941475443203471,1.0,1,0,0,0,-1.4292364916650342,-1.345589680700864,0.6761838980739887,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
64,-0.6882739753264739,0.7941475443203471,1.0,1,0,0,0,-1.4292364916650342,1.330918326846836,0.6761838980739887,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
65,-0.6882739753264739,0.7941475443203471,1.0,1,0,0,0,-1.4292364916650342,-0.06816540437127991,0.6761838980739887,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
66,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.1631004983680664,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
67,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.6617913249599111,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
68,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.6009615975156452,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
69,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.6009615975156452,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
70,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.4793021426271133,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
71,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.4793021426271133,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
72,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.3576426877385815,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
73,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.2968129602943156,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
74,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.23598323285004966,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
75,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.17515350540578375,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
76,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.053494050517251916,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
77,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.053494050517251916,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
78,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,0.053494050517251916,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
79,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.007335676927014001,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
80,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.06816540437127991,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
81,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.12899513181554584,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
82,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.18982485925981174,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
83,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.25065458670407764,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
84,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.25065458670407764,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
85,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.3114843141483436,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
86,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.3114843141483436,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
87,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.3723140415926095,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
88,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.4331437690368754,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
89,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.4939734964811413,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
90,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.4939734964811413,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
91,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.5548032239254073,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
92,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.5548032239254073,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
93,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.6156329513696731,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
94,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.6764626788139391,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
95,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.6764626788139391,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
96,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.7981221337024709,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
97,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.7981221337024709,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
98,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.8589518611467368,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
99,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.8589518611467368,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
100,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.8589518611467368,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
101,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-0.9197815885910027,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
102,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.0414410434795345,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
103,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.0414410434795345,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
104,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.1631004983680664,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
105,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.2239302258123324,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
106,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.2847599532565983,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
107,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.2847599532565983,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
108,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.2847599532565983,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
109,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.345589680700864,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
110,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.345589680700864,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
111,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.40641940814513,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
112,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.528078863033662,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
113,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.528078863033662,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
114,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.5889085904779279,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
115,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.528078863033662,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
116,-0.6882739753264739,1.2035212374761313,4.0,1,0,0,0,-1.4292364916650342,-1.1631004983680664,0.2577425125391159,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
117,-0.6882739753264739,-0.2207108238156614,1.0,1,0,1,0,-0.313425160935427,1.0267696896255065,-0.36991956576319335,13.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
